rank,source_page,source_page_start,subject_id,title,rating,rating_count,star_count,labels,is_tv,abstract,abstract_2,cover_url,subject_url,search_url,parse_source,tpl_name
43,3,30,27607378,龙珠超：布罗利 ドラゴンボール超 ブロリー‎ (2018),7.2,55530,3.5,['可播放'],False,日本 / 动作 / 动画 / 奇幻 / 冒险 / 龙珠超剧场版：布洛尼(港) / 七龙珠超 布罗利(台) / 100分钟,长峰达也 / 野泽雅子 / 堀川亮 / 久川绫 / 古川登志夫 / 草尾毅 / 中尾隆圣 / 山寺宏一 / 森田成一,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2555458551.webp,https://movie.douban.com/subject/27607378/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=30,window.__DATA__,search_subject
44,3,30,1860377,黑猫警长‎ (1984),8.9,117439,4.5,"['剧集', '可播放']",True,中国大陆 / 动画 / 悬疑 / Inspector Black Cat / 20分钟,戴铁郎 / 范马迪 / 熊南清 / 史东敏 / 王卫 / 张泉灵 / 杨文元 / 杨玉天 / 范楚绒 / 战车 / 黄翔,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2528877467.webp,https://movie.douban.com/subject/1860377/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=30,window.__DATA__,search_subject
45,3,30,1431683,蜡笔小新 クレヨンしんちゃん‎ (1992),9.3,121370,4.5,"['剧集', '可播放']",True,日本 / 喜剧 / 动画 / 家庭 / Kureyon Shin-chan / 24分钟,本乡满 / 高桥涉 / 原惠一 / 水岛努 / 武藤裕治 / 矢岛晶子 / 小林由美子 / 楢桥美纪 / 藤原启治 / 森川智之 / 兴梠里美 / 真柴摩利 / 林玉绪,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510330984.webp,https://movie.douban.com/subject/1431683/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=30,window.__DATA__,search_subject
46,4,45,2159331,蓝精灵 The Smurfs‎ (2011),7.3,110899,3.5,['可播放'],False,美国 / 比利时 / 喜剧 / 动画 / 奇幻 / 蓝色小精灵(台) / 蓝精灵 / 103分钟,拉加·高斯内尔 / 尼尔·帕特里克·哈里斯 / 杰玛·梅斯 / 汉克·阿扎利亚 / 乔纳森·温特斯 / 凯蒂·派瑞 / 艾伦·卡明 / 乔治·洛佩兹 / 保罗·雷宾斯,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p884990120.webp,https://movie.douban.com/subject/2159331/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
47,4,45,2993424,中华小当家 中華一番!‎ (1997),8.7,101643,4.5,"['剧集', '可播放']",True,日本 / 动画 / 中华一番之满汉传奇(台) / 23分钟,案纳正美 / 杉岛邦久 / 香川丰 / 高木淳 / 高村彰 / 渊上真 / 羽生尚靖 / 西田健一 / 铃木轮流郎 / 腰繁男 / 田中真弓 / 雪野五月 / 大塚明夫 / 置鲇龙太郎 / 吉田理保子 / 引田有美 / 阪口大助 / 神奈延年,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2225808630.webp,https://movie.douban.com/subject/2993424/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
48,4,45,1780256,金猴降妖‎ (1985),9.2,18072,4.5,['可播放'],False,中国大陆 / 剧情 / 动画 / 奇幻 / 孙悟空三打白骨精 / The Monkey King Conquers the Demon / 90分钟,特伟 / 严定宪 / 林文肖 / 李扬 / 谈鹏飞 / 洪融 / 吴鲁生 / 战车 / 赵兵 / 毕克 / 韦启昌,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2529053160.webp,https://movie.douban.com/subject/1780256/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
49,4,45,1295148,小鹿斑比 Bambi‎ (1942),8.6,42988,4.5,['可播放'],False,美国 / 剧情 / 动画 / Walt Disney's Bambi / 70分钟,戴维·汉德 / 詹姆斯·阿尔格 / 塞缪尔·阿姆斯特朗 / 格雷厄姆·海德 / 比尔·罗伯茨 / 保罗·萨特菲尔德 / 诺曼·莱特 / 哈迪·奥尔布赖特 / Stan Alexander / Bobette Audrey / Peter Behn / 谢尔玛·博德曼,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2261878972.webp,https://movie.douban.com/subject/1295148/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
50,4,45,1296538,小飞侠 Peter Pan‎ (1953),8.3,35665,4.0,['可播放'],False,美国 / 动画 / 奇幻 / 冒险 / 歌舞 / 彼得·潘 / 77分钟,克莱德·杰洛尼米 / 威尔弗雷德·杰克逊 / 汉密尔顿·卢斯科 / 鲍比·德里斯科尔 / 凯瑟琳·博蒙特 / 汉斯·康拉德 / 比尔·汤普森 / 希瑟·安吉尔 / 保罗·科林斯 / 汤米·卢斯克 / 康迪·康迪多,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1161429881.webp,https://movie.douban.com/subject/1296538/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
51,4,45,4897786,超决战！贝利亚银河帝国 ウルトラマンゼロ THE MOVIE 超決戦！ベリアル銀河帝国‎ (2010),8.0,12288,4.0,['可播放'],False,日本 / 动作 / 奥特曼大电影2012 / 赛罗奥特曼 THE MOVIE 超决战！贝利亚银河帝国 / 100分钟,阿部雄一  / 宫野真守 / 绿川光 / 关智一 / 神谷浩史 / 宫迫博之 / 小柳友 / 滨田龙臣 / 土屋太凤,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2230440190.webp,https://movie.douban.com/subject/4897786/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
52,4,45,30249161,哆啦A梦：大雄的月球探险记 映画ドラえもん のび太の月面探査記‎ (2019),7.2,55623,3.5,['可播放'],False,日本 / 剧情 / 动画 / 哆啦A梦剧场版：大雄的月面探查记 / 哆啦A梦：大雄的月球探测记 / 111分钟,八锹新之介 / 水田山葵 / 大原惠美 / 嘉数由美 / 木村昴 / 关智一 / 大谷育江 / 皆川纯子 / 铃木晶子,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2557500825.webp,https://movie.douban.com/subject/30249161/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
53,4,45,2156775,西游记‎ (1999),9.3,88849,4.5,"['剧集', '可播放']",True,中国大陆 / 动画 / 奇幻 / 古装 / Monkey King / Journey to the West: Legends of the Monkey King / 25分钟,方润南 / 潘积耀 / 周凤英 / 沈晓谦 / 张涵予 / 乔榛 / 程玉珠 / 刘风 / 丁建华 / 童自荣 / 胡平智,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2927747451.webp,https://movie.douban.com/subject/2156775/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
54,4,45,1304603,小飞象 Dumbo‎ (1941),8.4,38398,4.0,['可播放'],False,美国 / 动画 / 奇幻 / 歌舞 / 小象丹波 / Dumbo the Flying Elephant / 64分钟,塞缪尔·阿姆斯特朗 / 诺曼·弗格森 / 威尔弗雷德·杰克逊 / 杰克·金尼 / 比尔·罗伯茨 / 宾·沙普斯坦 / 詹姆斯·巴斯凯特 / 赫尔曼·宾  / 比利·布莱彻 / 爱德华·布罗菲 / Jim Carmichael,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1833107201.webp,https://movie.douban.com/subject/1304603/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
55,4,45,2032236,美少女战士 美少女戦士セーラームーン‎ (1992),8.7,69603,4.5,"['剧集', '可播放']",True,日本 / 动画 / 动作 / 喜剧 / 奇幻 / 爱情 / 惊悚 / 美少女战士第一季 / 美少女战士初代 / 30分钟,佐藤顺一 / 几原邦彦 / 宇田钢之介 / 五十岚卓哉 / 竹之内和久 / 小坂春女 / 又野弘道 / 三石琴乃 / 久川绫 / 富泽美智惠 / 筱原惠美 / 深见梨加 / 古谷彻 / 潘惠子 / 荒木香惠,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2178340302.webp,https://movie.douban.com/subject/2032236/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
56,4,45,1428578,没头脑和不高兴‎ (1962),8.8,79498,4.5,['可播放'],False,中国大陆 / 喜剧 / 动画 / 短片 / 20分钟,张松林 / 邱岳峰 / 姚培华,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2358516564.webp,https://movie.douban.com/subject/1428578/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
57,4,45,27069070,哆啦A梦：大雄的金银岛 ドラえもん のび太の宝島‎ (2018),6.4,42959,3.0,['可播放'],False,日本 / 动画 / 奇幻 / 冒险 / 哆啦A梦：大雄的宝岛 / 哆啦A梦2018剧场版 / 109分钟,今井一晓 / 水田山葵 / 大原惠美 / 嘉数由美 / 木村昴 / 关智一 / 三石琴乃 / 松本保典 / 萩野志保子,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2523364763.webp,https://movie.douban.com/subject/27069070/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
58,4,45,26527993,哆啦A梦：新·大雄的日本诞生 ドラえもん 新・のび太の日本誕生‎ (2016),7.4,45485,3.5,['可播放'],False,日本 / 动画 / 104分钟,八锹新之介 / 水田山葵 / 大原惠美 / 嘉数由美 / 木村昴 / 关智一 / 三石琴乃 / 松本保典 / 竹内都子,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567863935.webp,https://movie.douban.com/subject/26527993/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
59,4,45,1465037,樱桃小丸子 ちびまる子ちゃん‎ (1990),9.2,110507,4.5,"['剧集', '可播放']",True,日本 / 动画 / 喜剧 / 剧情 / 家庭 / Chibi Maruko-chan / 樱桃小丸子 / 23分钟,芝山努 / 棚桥一德 / 楠叶宏三 / 佐藤龙雄 / 高木淳 / 高松信司 / 小林常夫 / 宫下新平 / 片渊须直 / 西田健一 / 鳕子 / 水谷优子 / 一龙斋贞友 / 屋良有作 / 富山敬 / 青野武 / 岛田敏 / 佐佐木优子,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2347386817.webp,https://movie.douban.com/subject/1465037/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
60,4,45,10480973,圣斗士星矢：圣域传说 聖闘士星矢 Legend of Sanctuary‎ (2014),6.4,20599,3.0,['可播放'],False,日本 / 动画 / 圣斗士星矢 Legend of Sanctuary / Saint Seiya: Legend of Sanctuary / 93分钟,佐藤敬一 / 石川界人 / 赤羽根健治 / 小野贤章 / 冈本信彦 / 野岛健儿 / 小山力也 / 川田绅司 / 真殿光昭,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2321634376.webp,https://movie.douban.com/subject/10480973/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=45,window.__DATA__,search_subject
61,5,60,3025199,蓝猫淘气3000问‎ (1999),8.1,25148,4.0,"['剧集', '可播放']",True,中国大陆 / 动画 / 儿童 / 蓝猫淘气三千问 / 蓝猫淘气3000问之幽默舞台 / 20分钟,王宏 / 葛平 / 付以琳 / 俞涛 / 曾令 / 袁文君 / 罗沐 / 陈蕾 / 李一兵,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2377506157.webp,https://movie.douban.com/subject/3025199/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
62,5,60,1849591,麦克斯奥特曼 ウルトラマンマックス‎ (2005),8.9,7701,4.5,"['剧集', '可播放']",True,日本 / 动作 / 科幻 / Ultraman Max / 24分钟,金子修介 / 村石宏实 / 栃原广昭 / 梶研吾 / 佐藤太 / 村上秀晃 / 八木毅 / 三池崇史 / 实相寺昭雄 / 高野敏幸 / 饭岛敏宏 / 青山草太 / 小川信行 / 长谷部瞳 / 肖恩·尼科尔斯 / 满岛光 / 宍户开 / 樱井浩子 / 二瓶正也,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2338291508.webp,https://movie.douban.com/subject/1849591/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
63,5,60,2148394,大头儿子和小头爸爸‎ (1995),8.1,78678,4.0,"['剧集', '可播放']",True,中国大陆 / 动画 / 10分钟,崔世昱 / 姚培华 / 符冲 / 范楚绒,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2375026803.webp,https://movie.douban.com/subject/2148394/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
64,5,60,2264555,杰克奥特曼 帰ってきたウルトラマン‎ (1971),9.1,16992,4.5,"['剧集', '可播放']",True,日本 / 动作 / 科幻 / 归来的宇宙超人 / 归来的奥特曼 / 30分钟,本多猪四郎  / 山际永三 / 佐伯孚治 / 东条昭平 / 笕正典 / 富田义治 / 大木淳吉 / 松林宗惠 / 团时朗 / 西田健 / 根上淳 / 池田骏介 / 塚本信夫 / 不破万作 / 岸田森 / 榊原留美,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2225082438.webp,https://movie.douban.com/subject/2264555/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
65,5,60,2015069,精灵宝可梦 ポケットモンスター‎ (1997),9.2,65487,4.5,"['剧集', '可播放']",True,日本 / 喜剧 / 动画 / 冒险 / 宠物小精灵 / 口袋妖怪 / 23分钟,汤山邦彦 / 日高政光 / 小野胜巳 / 石原立也 / 江上洁 / 原口浩 / 大原实 / 福本洁 / 秦义人 / 浅田裕二 / 藤本义孝 / 岩崎太郎 / 小川浩司 / 广岛秀树 / 松本正幸 / 冈崎幸男 / 石仓贤一 / 岩本保雄 / 井硲清高 / 深泽幸司 / 元永庆太郎 / 志村宏明 / 松本梨香 / 大谷育江 / 饭冢雅弓 / 兴梠里美 / 上田祐司 / 关智一 / 林原惠美 / 三木真一郎,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2920527572.webp,https://movie.douban.com/subject/2015069/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
66,5,60,3117775,魔卡少女樱 剧场版 カードキャプターさくら 劇場版‎ (1999),8.6,16983,4.5,['可播放'],False,日本 / 动画 / 冒险 / 奇幻 / 魔卡少女樱 剧场版 香港篇 / Card Captor Sakura: The Movie - Die Reise nach Hongkong / 81分钟,浅香守生 / 丹下樱 / 久川绫 / 岩男润子 / 熊井统子 / 关智一 / 绪方惠美 / 野上尤加奈 / 田中秀幸,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2181383161.webp,https://movie.douban.com/subject/3117775/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
67,5,60,1870436,舒克和贝塔‎ (1989),8.8,94079,4.5,"['剧集', '可播放']",True,中国大陆 / 动画 / 儿童 / 舒克与贝塔 / Shuke and Beita / 20分钟,严定宪 / 林文肖 / 胡依红 / 王加世 / 阎善春 / 姚光华 / 沈寿林 / 薛梅君 / 彭戈 / 范捷 / 翟巍 / 范蕾颕 / 余大金 / 洪海天 / 迟琳文 / 范益松,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627283939.webp,https://movie.douban.com/subject/1870436/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
68,5,60,10461356,大雄的怀念奶奶 おばあちゃんの思い出‎ (2000),9.2,11211,4.5,[],False,日本 / 动画 / 奶奶的思念 / 奶奶的回忆,渡边步 / 大山羡代 / 小原乃梨子 / 立壁和也 / 肝付兼太 / 野村道子 / 高村章子 / 千千松幸子 / 大本真基子,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2369337420.webp,https://movie.douban.com/subject/10461356/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
69,5,60,1917638,阿凡提的故事之种金子‎ (1979),8.9,30473,4.5,['可播放'],False,中国大陆 / 动画 / 短片 / 阿凡提的故事前传之种金子 / 31分钟,靳夕 / 刘蕙仪 / 毕克,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2537216779.webp,https://movie.douban.com/subject/1917638/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
70,5,60,1883755,聪明的一休 一休さん‎ (1975),8.8,104838,4.5,"['剧集', '可播放']",True,日本 / 儿童 / 动画 / 一休和尚 / 聪明的一休 / 25分钟,矢吹公郎 / 寒竹清隆 / 白土武 / 古泽日出夫 / 今泽哲男 / 新田义方 / 藤田淑子 / 桂玲子 / 宫内幸平 / 增山江威子 / 野田圭一 / 山田俊司 / 吉田理保子,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550674130.webp,https://movie.douban.com/subject/1883755/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
71,5,60,11502154,邋遢大王奇遇记‎ (2012),8.6,40111,4.5,['可播放'],False,中国大陆 / 动画 / 儿童 / 邋遢大王奇遇记 影院版 / Slovenly Boy's Adventure / 86分钟,钱运达 / 阎善春 / 范楚绒 / 谢添天 / 罗玉婷 / 王肖兵 / 符冲,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1644025847.webp,https://movie.douban.com/subject/11502154/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
72,5,60,19899718,蓝精灵：寻找神秘村 Smurfs: The Lost Village‎ (2017),6.2,21925,3.0,['可播放'],False,美国 / 喜剧 / 动画 / 奇幻 / 冒险 / 蓝精灵3：失落的村庄 / 蓝色小精灵：失落的蓝蓝村(台) / 90分钟,凯利·阿斯博瑞 / 黛米·洛瓦托 / 雷恩·威尔森 / 乔·曼根尼罗 / 杰克·麦克布瑞尔 / 丹尼·朴迪 / 曼迪·帕廷金 / 迪·布莱德利·贝克 / 弗兰克·维尔克,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2443742358.webp,https://movie.douban.com/subject/19899718/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
73,5,60,1817169,邋遢大王奇遇记‎ (1987),8.7,78027,4.5,"['剧集', '可播放']",True,中国大陆 / 儿童 / 动画 / Dirty King Adventure / 10分钟,钱运达 / 阎善春 / 丁建华,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2520057783.webp,https://movie.douban.com/subject/1817169/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
74,5,60,5937977,铠甲勇士刑天‎ (2011),9.2,25922,4.5,"['剧集', '可播放']",True,中国大陆 / 剧情 / 动作 / 科幻 / 铠甲勇士第二部：刑天 / Armor Hero XT / 24分钟,张瀚文 / 张瀚文 / 李巍 / 吴昊泽 / 张亚男 / 徐子菲 / 张维娜 / 廖晓晨 / 皮逸嘉 / 沈人杰,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2907631248.webp,https://movie.douban.com/subject/5937977/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
75,5,60,1899125,大盗贼‎ (1989),9.3,36610,4.5,"['剧集', '可播放']",True,中国大陆 / 剧情 / 喜剧 / 动画 / Der Räuber Hotzenplotz / 27分钟,方润南 / 刘蕙仪 / 夏秉钧 / 程中岳 / 胡兆洪 / 翁振新 / 戴欣 / 范婕 / 尚华 / 舒蓉,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2609151949.webp,https://movie.douban.com/subject/1899125/,https://search.douban.com/movie/subject_search?search_text=%E7%AB%A5%E5%B9%B4%E5%8A%A8%E7%94%BB&cat=1002&start=60,window.__DATA__,search_subject
